Yahoo Ticker,Name,Sector,Asset Class,Location,Ticker,Exchange,Currency
RJF,RAYMOND JAMES INC,Financials,Equity,United States,RJF,New York Stock Exchange Inc.,USD
6752.T,PANASONIC HOLDINGS CORP,Consumer Discretionary,Equity,Japan,6752,Tokyo Stock Exchange,JPY
IMB.L,IMPERIAL BRANDS PLC,Consumer Staples,Equity,United Kingdom,IMB,London Stock Exchange,GBP
G.MI,ASSICURAZIONI GENERALI,Financials,Equity,Italy,G,Borsa Italiana,EUR
SSE.L,SSE PLC,Utilities,Equity,United Kingdom,SSE,London Stock Exchange,GBP
TRI.TO,THOMSON REUTERS CORP,Industrials,Equity,Canada,TRI,Toronto Stock Exchange,CAD
PWR,QUANTA SERVICES INC,Industrials,Equity,United States,PWR,New York Stock Exchange Inc.,USD
EXR,EXTRA SPACE STORAGE REIT INC,Real Estate,Equity,United States,EXR,New York Stock Exchange Inc.,USD
6301.T,KOMATSU LTD,Industrials,Equity,Japan,6301,Tokyo Stock Exchange,JPY
SUI,SUN COMMUNITIES REIT INC,Real Estate,Equity,United States,SUI,New York Stock Exchange Inc.,USD
HOLX,HOLOGIC INC,Health Care,Equity,United States,HOLX,NASDAQ,USD
VRSN,VERISIGN INC,Information Technology,Equity,United States,VRSN,NASDAQ,USD
7751.T,CANON INC,Information Technology,Equity,Japan,7751,Tokyo Stock Exchange,JPY
TECK-B.TO,TECK RESOURCES SUBORDINATE VOTING,Materials,Equity,Canada,TECK.B,Toronto Stock Exchange,CAD
CAH,CARDINAL HEALTH INC,Health Care,Equity,United States,CAH,New York Stock Exchange Inc.,USD
NDAQ,NASDAQ INC,Financials,Equity,United States,NDAQ,NASDAQ,USD
PODD,INSULET CORP,Health Care,Equity,United States,PODD,NASDAQ,USD
BMRN,BIOMARIN PHARMACEUTICAL INC,Health Care,Equity,United States,BMRN,NASDAQ,USD
CHD,CHURCH AND DWIGHT INC,Consumer Staples,Equity,United States,CHD,New York Stock Exchange Inc.,USD
LVS,LAS VEGAS SANDS CORP,Consumer Discretionary,Equity,United States,LVS,New York Stock Exchange Inc.,USD
BF-B,BROWN FORMAN CORP CLASS B,Consumer Staples,Equity,United States,BFB,New York Stock Exchange Inc.,USD
NESTE.HE,NESTE,Energy,Equity,Finland,NESTE,Nasdaq Omx Helsinki Ltd.,EUR
VTR,VENTAS REIT INC,Real Estate,Equity,United States,VTR,New York Stock Exchange Inc.,USD
GIB-A.TO,CGI INC,Information Technology,Equity,Canada,GIB.A,Toronto Stock Exchange,CAD
DDOG,DATADOG INC CLASS A,Information Technology,Equity,United States,DDOG,NASDAQ,USD
PPL,PPL CORP,Utilities,Equity,United States,PPL,New York Stock Exchange Inc.,USD
OMC,OMNICOM GROUP INC,Communication,Equity,United States,OMC,New York Stock Exchange Inc.,USD
BAX,BAXTER INTERNATIONAL INC,Health Care,Equity,United States,BAX,New York Stock Exchange Inc.,USD
SWKS,SKYWORKS SOLUTIONS INC,Information Technology,Equity,United States,SWKS,NASDAQ,USD
CINF,CINCINNATI FINANCIAL CORP,Financials,Equity,United States,CINF,NASDAQ,USD
MAA,MID AMERICA APARTMENT COMMUNITIES,Real Estate,Equity,United States,MAA,New York Stock Exchange Inc.,USD
4911.T,SHISEIDO LTD,Consumer Staples,Equity,Japan,4911,Tokyo Stock Exchange,JPY
4519.T,CHUGAI PHARMACEUTICAL LTD,Health Care,Equity,Japan,4519,Tokyo Stock Exchange,JPY
UPM.HE,UPM-KYMMENE,Materials,Equity,Finland,UPM,Nasdaq Omx Helsinki Ltd.,EUR
XYL,XYLEM INC,Industrials,Equity,United States,XYL,New York Stock Exchange Inc.,USD
GEBN.SW,GEBERIT AG,Industrials,Equity,Switzerland,GEBN,SIX Swiss Exchange,CHF
LPLA,LPL FINANCIAL HOLDINGS INC,Financials,Equity,United States,LPLA,NASDAQ,USD
EXPD,EXPEDITORS INTERNATIONAL OF WASHIN,Industrials,Equity,United States,EXPD,NASDAQ,USD
NTRS,NORTHERN TRUST CORP,Financials,Equity,United States,NTRS,NASDAQ,USD
STE,STERIS,Health Care,Equity,United States,STE,New York Stock Exchange Inc.,USD
FTS.TO,FORTIS INC,Utilities,Equity,Canada,FTS,Toronto Stock Exchange,CAD
DRI,DARDEN RESTAURANTS INC,Consumer Discretionary,Equity,United States,DRI,New York Stock Exchange Inc.,USD
BALL,BALL CORP,Materials,Equity,United States,BALL,New York Stock Exchange Inc.,USD
STMN.SW,STRAUMANN HOLDING AG,Health Care,Equity,Switzerland,STMN,SIX Swiss Exchange,CHF
SEDG,SOLAREDGE TECHNOLOGIES INC,Information Technology,Equity,United States,SEDG,NASDAQ,USD
WPM.TO,WHEATON PRECIOUS METALS CORP,Materials,Equity,Canada,WPM,Toronto Stock Exchange,CAD
FICO,FAIR ISAAC CORP,Information Technology,Equity,United States,FICO,New York Stock Exchange Inc.,USD
INVH,INVITATION HOMES INC,Real Estate,Equity,United States,INVH,New York Stock Exchange Inc.,USD
PPL.TO,PEMBINA PIPELINE CORP,Energy,Equity,Canada,PPL,Toronto Stock Exchange,CAD
NVR,NVR INC,Consumer Discretionary,Equity,United States,NVR,New York Stock Exchange Inc.,USD
POOL,POOL CORP,Consumer Discretionary,Equity,United States,POOL,NASDAQ,USD
NTAP,NETAPP INC,Information Technology,Equity,United States,NTAP,NASDAQ,USD
IRM,IRON MOUNTAIN INC,Real Estate,Equity,United States,IRM,New York Stock Exchange Inc.,USD
AVY,AVERY DENNISON CORP,Materials,Equity,United States,AVY,New York Stock Exchange Inc.,USD
HUBB,HUBBELL INC,Industrials,Equity,United States,HUBB,New York Stock Exchange Inc.,USD
IP,INTERNATIONAL PAPER,Materials,Equity,United States,IP,New York Stock Exchange Inc.,USD
PARA,PARAMOUNT GLOBAL CLASS B,Communication,Equity,United States,PARA,NASDAQ,USD
POW.TO,POWER CORPORATION OF CANADA,Financials,Equity,Canada,POW,Toronto Stock Exchange,CAD
WRB,WR BERKLEY CORP,Financials,Equity,United States,WRB,New York Stock Exchange Inc.,USD
EVRG,EVERGY INC,Utilities,Equity,United States,EVRG,NASDAQ,USD
HO.PA,THALES SA,Industrials,Equity,France,HO,Nyse Euronext - Euronext Paris,EUR
STX,SEAGATE TECHNOLOGY HOLDINGS PLC,Information Technology,Equity,United States,STX,NASDAQ,USD
7269.T,SUZUKI MOTOR CORP,Consumer Discretionary,Equity,Japan,7269,Tokyo Stock Exchange,JPY
VTRS,VIATRIS INC,Health Care,Equity,United States,VTRS,NASDAQ,USD
PEAK,HEALTHPEAK PROPERTIES,Real Estate,Equity,United States,PEAK,New York Stock Exchange Inc.,USD
FRE.DE,FRESENIUS SE AND CO KGAA,Health Care,Equity,Germany,FRE,Xetra,EUR
MKTX,MARKETAXESS HOLDINGS INC,Financials,Equity,United States,MKTX,NASDAQ,USD
TOU.TO,TOURMALINE OIL CORP,Energy,Equity,Canada,TOU,Toronto Stock Exchange,CAD
BG,BUNGE LTD,Consumer Staples,Equity,United States,BG,New York Stock Exchange Inc.,USD
RE,EVEREST RE GROUP LTD,Financials,Equity,United States,RE,New York Stock Exchange Inc.,USD
6762.T,TDK CORP,Information Technology,Equity,Japan,6762,Tokyo Stock Exchange,JPY
6857.T,ADVANTEST CORP,Information Technology,Equity,Japan,6857,Tokyo Stock Exchange,JPY
WPP.L,WPP PLC,Communication,Equity,United Kingdom,WPP,London Stock Exchange,GBP
AKZA.AS,AKZO NOBEL NV,Materials,Equity,Netherlands,AKZA,Euronext Amsterdam,EUR
CARL-B.CO,CARLSBERG AS CL B,Consumer Staples,Equity,Denmark,CARL B,Omx Nordic Exchange Copenhagen A/S,DKK
PINS,PINTEREST INC CLASS A,Communication,Equity,United States,PINS,New York Stock Exchange Inc.,USD
SNA,SNAP ON INC,Industrials,Equity,United States,SNA,New York Stock Exchange Inc.,USD
MAS,MASCO CORP,Industrials,Equity,United States,MAS,New York Stock Exchange Inc.,USD
SOON.SW,SONOVA HOLDING AG,Health Care,Equity,Switzerland,SOON,SIX Swiss Exchange,CHF
TRMB,TRIMBLE INC,Information Technology,Equity,United States,TRMB,NASDAQ,USD
BAH,BOOZ ALLEN HAMILTON HOLDING CORP C,Industrials,Equity,United States,BAH,New York Stock Exchange Inc.,USD
BRO,BROWN & BROWN INC,Financials,Equity,United States,BRO,New York Stock Exchange Inc.,USD
NICE.TA,NICE LTD,Information Technology,Equity,Israel,NICE,Tel Aviv Stock Exchange,ILS
CHRW,CH ROBINSON WORLDWIDE INC,Industrials,Equity,United States,CHRW,NASDAQ,USD
LNT,ALLIANT ENERGY CORP,Utilities,Equity,United States,LNT,NASDAQ,USD
1113.HK,CK ASSET HOLDINGS LTD,Real Estate,Equity,Hong Kong,1113,Hong Kong Exchanges And Clearing Ltd,HKD
UDR,UDR REIT INC,Real Estate,Equity,United States,UDR,New York Stock Exchange Inc.,USD
LW,LAMB WESTON HOLDINGS INC,Consumer Staples,Equity,United States,LW,New York Stock Exchange Inc.,USD
LDOS,LEIDOS HOLDINGS INC,Industrials,Equity,United States,LDOS,New York Stock Exchange Inc.,USD
NCM.AX,NEWCREST MINING LTD,Materials,Equity,Australia,NCM,Asx - All Markets,AUD
TYL,TYLER TECHNOLOGIES INC,Information Technology,Equity,United States,TYL,New York Stock Exchange Inc.,USD
L,LOEWS CORP,Financials,Equity,United States,L,New York Stock Exchange Inc.,USD
QBE.AX,QBE INSURANCE GROUP LTD,Financials,Equity,Australia,QBE,Asx - All Markets,AUD
TRU,TRANSUNION,Industrials,Equity,United States,TRU,New York Stock Exchange Inc.,USD
GDDY,GODADDY INC CLASS A,Information Technology,Equity,United States,GDDY,New York Stock Exchange Inc.,USD
HRL,HORMEL FOODS CORP,Consumer Staples,Equity,United States,HRL,New York Stock Exchange Inc.,USD
FWONK,LIBERTY MEDIA FORMULA ONE CORP SER,Communication,Equity,United States,FWONK,NASDAQ,USD
CE,CELANESE CORP,Materials,Equity,United States,CE,New York Stock Exchange Inc.,USD
APA,APA CORP,Energy,Equity,United States,APA,NASDAQ,USD
KNIN.SW,KUEHNE UND NAGEL INTERNATIONAL AG,Industrials,Equity,Switzerland,KNIN,SIX Swiss Exchange,CHF
MTX.DE,MTU AERO ENGINES HOLDING AG,Industrials,Equity,Germany,MTX,Xetra,EUR
KIM,KIMCO REALTY REIT CORP,Real Estate,Equity,United States,KIM,New York Stock Exchange Inc.,USD
SJR-B.TO,SHAW COMMUNICATIONS INC CLASS B,Communication,Equity,Canada,SJR.B,Toronto Stock Exchange,CAD
SY1.DE,SYMRISE AG,Materials,Equity,Germany,SY1,Xetra,EUR
WDC,WESTERN DIGITAL CORP,Information Technology,Equity,United States,WDC,NASDAQ,USD
DOCU,DOCUSIGN INC,Information Technology,Equity,United States,DOCU,NASDAQ,USD
PHM,PULTEGROUP INC,Consumer Discretionary,Equity,United States,PHM,New York Stock Exchange Inc.,USD
CHKP,CHECK POINT SOFTWARE TECHNOLOGIES,Information Technology,Equity,Israel,CHKP,NASDAQ,ILS
LYV,LIVE NATION ENTERTAINMENT INC,Communication,Equity,United States,LYV,New York Stock Exchange Inc.,USD
DPZ,DOMINOS PIZZA INC,Consumer Discretionary,Equity,United States,DPZ,New York Stock Exchange Inc.,USD
ELS,EQUITY LIFESTYLE PROPERTIES REIT I,Real Estate,Equity,United States,ELS,New York Stock Exchange Inc.,USD
MRU.TO,METRO INC,Consumer Staples,Equity,Canada,MRU,Toronto Stock Exchange,CAD
RPRX,ROYALTY PHARMA PLC CLASS A,Health Care,Equity,United States,RPRX,NASDAQ,USD
GEN,GEN DIGITAL INC,Information Technology,Equity,United States,GEN,NASDAQ,USD
EPI-A.ST,EPIROC CLASS A,Industrials,Equity,Sweden,EPI A,Nasdaq Omx Nordic,SEK
HST,HOST HOTELS & RESORTS REIT INC,Real Estate,Equity,United States,HST,NASDAQ,USD
2503.T,KIRIN HOLDINGS LTD,Consumer Staples,Equity,Japan,2503,Tokyo Stock Exchange,JPY
6920.T,LASERTEC CORP,Information Technology,Equity,Japan,6920,Tokyo Stock Exchange,JPY
AKAM,AKAMAI TECHNOLOGIES INC,Information Technology,Equity,United States,AKAM,NASDAQ,USD
SGSN.SW,SGS SA,Industrials,Equity,Switzerland,SGSN,SIX Swiss Exchange,CHF
TWLO,TWILIO INC CLASS A,Information Technology,Equity,United States,TWLO,New York Stock Exchange Inc.,USD
JKHY,JACK HENRY AND ASSOCIATES INC,Information Technology,Equity,United States,JKHY,NASDAQ,USD
IMO.TO,IMPERIAL OIL LTD,Energy,Equity,Canada,IMO,Toronto Stock Exchange,CAD
MONC.MI,MONCLER,Consumer Discretionary,Equity,Italy,MONC,Borsa Italiana,EUR
HEN3.DE,HENKEL & KGAA PREF AG,Consumer Staples,Equity,Germany,HEN3,Xetra,EUR
5713.T,SUMITOMO METAL MINING LTD,Materials,Equity,Japan,5713,Tokyo Stock Exchange,JPY
CRL,CHARLES RIVER LABORATORIES INTERNA,Health Care,Equity,United States,CRL,New York Stock Exchange Inc.,USD
EQH,EQUITABLE HOLDINGS INC,Financials,Equity,United States,EQH,New York Stock Exchange Inc.,USD
6506.T,YASKAWA ELECTRIC CORP,Industrials,Equity,Japan,6506,Tokyo Stock Exchange,JPY
CCL,CARNIVAL CORP,Consumer Discretionary,Equity,United States,CCL,New York Stock Exchange Inc.,USD
BWA,BORGWARNER INC,Consumer Discretionary,Equity,United States,BWA,New York Stock Exchange Inc.,USD
CBOE,CBOE GLOBAL MARKETS INC,Financials,Equity,United States,CBOE,Cboe BZX formerly known as BATS,USD
NDSN,NORDSON CORP,Industrials,Equity,United States,NDSN,NASDAQ,USD
FHN,FIRST HORIZON CORP,Financials,Equity,United States,FHN,New York Stock Exchange Inc.,USD
CSL,CARLISLE COMPANIES INC,Industrials,Equity,United States,CSL,New York Stock Exchange Inc.,USD
EMA.TO,EMERA INC,Utilities,Equity,Canada,EMA,Toronto Stock Exchange,CAD
SRT3.DE,SARTORIUS PREF AG,Health Care,Equity,Germany,SRT3,Xetra,EUR
BNZL.L,BUNZL,Industrials,Equity,United Kingdom,BNZL,London Stock Exchange,GBP
KMX,CARMAX INC,Consumer Discretionary,Equity,United States,KMX,New York Stock Exchange Inc.,USD
CTLT,CATALENT INC,Health Care,Equity,United States,CTLT,New York Stock Exchange Inc.,USD
DELL,DELL TECHNOLOGIES INC CLASS C,Information Technology,Equity,United States,DELL,New York Stock Exchange Inc.,USD
BRBY.L,BURBERRY GROUP PLC,Consumer Discretionary,Equity,United Kingdom,BRBY,London Stock Exchange,GBP
CA.PA,CARREFOUR SA,Consumer Staples,Equity,France,CA,Nyse Euronext - Euronext Paris,EUR
BEI.DE,BEIERSDORF AG,Consumer Staples,Equity,Germany,BEI,Xetra,EUR
PKG,PACKAGING CORP OF AMERICA,Materials,Equity,United States,PKG,New York Stock Exchange Inc.,USD
BNR.DE,BRENNTAG,Industrials,Equity,Germany,BNR,Xetra,EUR
SN.L,SMITH AND NEPHEW PLC,Health Care,Equity,United Kingdom,SN.,London Stock Exchange,GBP
TLS.AX,TELSTRA GROUP LTD,Communication,Equity,Australia,TLS,Asx - All Markets,AUD
GL,GLOBE LIFE INC,Financials,Equity,United States,GL,New York Stock Exchange Inc.,USD
CPT,CAMDEN PROPERTY TRUST REIT,Real Estate,Equity,United States,CPT,New York Stock Exchange Inc.,USD
LBRDK,LIBERTY BROADBAND CORP SERIES C,Communication,Equity,United States,LBRDK,NASDAQ,USD
HEI-A,HEICO CORP CLASS A,Industrials,Equity,United States,HEIA,New York Stock Exchange Inc.,USD
PRY.MI,PRYSMIAN,Industrials,Equity,Italy,PRY,Borsa Italiana,EUR
EMN,EASTMAN CHEMICAL,Materials,Equity,United States,EMN,New York Stock Exchange Inc.,USD
NBIX,NEUROCRINE BIOSCIENCES INC,Health Care,Equity,United States,NBIX,NASDAQ,USD
WBS,WEBSTER FINANCIAL CORP,Financials,Equity,United States,WBS,New York Stock Exchange Inc.,USD
CGNX,COGNEX CORP,Information Technology,Equity,United States,CGNX,NASDAQ,USD
RGEN,REPLIGEN CORP,Health Care,Equity,United States,RGEN,NASDAQ,USD
UCB.BR,UCB SA,Health Care,Equity,Belgium,UCB,Nyse Euronext - Euronext Brussels,EUR
HLMA.L,HALMA PLC,Information Technology,Equity,United Kingdom,HLMA,London Stock Exchange,GBP
REG,REGENCY CENTERS REIT CORP,Real Estate,Equity,United States,REG,NASDAQ,USD
MIN.AX,MINERAL RESOURCES LTD,Materials,Equity,Australia,MIN,Asx - All Markets,AUD
TAP,MOLSON COORS BREWING CLASS B,Consumer Staples,Equity,United States,TAP,New York Stock Exchange Inc.,USD
SCHP.SW,SCHINDLER HOLDING PAR AG,Industrials,Equity,Switzerland,SCHP,SIX Swiss Exchange,CHF
SGE.L,SAGE GROUP PLC,Information Technology,Equity,United Kingdom,SGE,London Stock Exchange,GBP
NLY,ANNALY CAPITAL MANAGEMENT REIT INC,Financials,Equity,United States,NLY,New York Stock Exchange Inc.,USD
MTN,VAIL RESORTS INC,Consumer Discretionary,Equity,United States,MTN,New York Stock Exchange Inc.,USD
WOLF,WOLFSPEED INC,Information Technology,Equity,United States,WOLF,New York Stock Exchange Inc.,USD
0003.HK,HONG KONG AND CHINA GAS LTD,Utilities,Equity,Hong Kong,3,Hong Kong Exchanges And Clearing Ltd,HKD
FPH.NZ,FISHER AND PAYKEL HEALTHCARE CORPO,Health Care,Equity,New Zealand,FPH,New Zealand Exchange Ltd,NZD
ERF.PA,EUROFINS SCIENTIFIC,Health Care,Equity,France,ERF,Nyse Euronext - Euronext Paris,EUR
KNX,KNIGHT-SWIFT TRANSPORTATION HOLDIN,Industrials,Equity,United States,KNX,New York Stock Exchange Inc.,USD
BEN,FRANKLIN RESOURCES INC,Financials,Equity,United States,BEN,New York Stock Exchange Inc.,USD
DIM.PA,SARTORIUS STEDIM BIOTECH SA,Health Care,Equity,France,DIM,Nyse Euronext - Euronext Paris,EUR
HEI.DE,HEIDELBERGCEMENT AG,Materials,Equity,Germany,HEI,Xetra,EUR
WN.TO,GEORGE WESTON LTD,Consumer Staples,Equity,Canada,WN,Toronto Stock Exchange,CAD
AAP,ADVANCE AUTO PARTS INC,Consumer Discretionary,Equity,United States,AAP,New York Stock Exchange Inc.,USD
SK3.IR,SMURFIT KAPPA GROUP PLC,Materials,Equity,Ireland,SK3,Irish Stock Exchange - All Market,EUR
0006.HK,POWER ASSETS HOLDINGS LTD,Utilities,Equity,Hong Kong,6,Hong Kong Exchanges And Clearing Ltd,HKD
PNDORA.CO,PANDORA,Consumer Discretionary,Equity,Denmark,PNDORA,Omx Nordic Exchange Copenhagen A/S,DKK
RHI,ROBERT HALF,Industrials,Equity,United States,RHI,New York Stock Exchange Inc.,USD
OTEX.TO,OPEN TEXT CORP,Information Technology,Equity,Canada,OTEX,Toronto Stock Exchange,CAD
HM-B.ST,HENNES & MAURITZ,Consumer Discretionary,Equity,Sweden,HM B,Nasdaq Omx Nordic,SEK
7201.T,NISSAN MOTOR LTD,Consumer Discretionary,Equity,Japan,7201,Tokyo Stock Exchange,JPY
VFC,VF CORP,Consumer Discretionary,Equity,United States,VFC,New York Stock Exchange Inc.,USD
AOS,A O SMITH CORP,Industrials,Equity,United States,AOS,New York Stock Exchange Inc.,USD
BILL,BILL COM HOLDINGS INC,Information Technology,Equity,United States,BILL,New York Stock Exchange Inc.,USD
PNR,PENTAIR,Industrials,Equity,United States,PNR,New York Stock Exchange Inc.,USD
ASX.AX,ASX LTD,Financials,Equity,Australia,ASX,Asx - All Markets,AUD
UHS,UNIVERSAL HEALTH SERVICES INC CLAS,Health Care,Equity,United States,UHS,New York Stock Exchange Inc.,USD
BBWI,BATH AND BODY WORKS INC,Consumer Discretionary,Equity,United States,BBWI,New York Stock Exchange Inc.,USD
7272.T,YAMAHA MOTOR LTD,Consumer Discretionary,Equity,Japan,7272,Tokyo Stock Exchange,JPY
ARW,ARROW ELECTRONICS INC,Information Technology,Equity,United States,ARW,New York Stock Exchange Inc.,USD
MAERSK-B.CO,A P MOLLER MAERSK B,Industrials,Equity,Denmark,MAERSK B,Omx Nordic Exchange Copenhagen A/S,DKK
WRK,WESTROCK,Materials,Equity,United States,WRK,New York Stock Exchange Inc.,USD
ARMK,ARAMARK,Consumer Discretionary,Equity,United States,ARMK,New York Stock Exchange Inc.,USD
FBIN,FORTUNE BRANDS INNOVATIONS INC,Industrials,Equity,United States,FBIN,New York Stock Exchange Inc.,USD
FGR.PA,EIFFAGE SA,Industrials,Equity,France,FGR,Nyse Euronext - Euronext Paris,EUR
4324.T,DENTSU GROUP INC,Communication,Equity,Japan,4324,Tokyo Stock Exchange,JPY
MASI,MASIMO CORP,Health Care,Equity,United States,MASI,NASDAQ,USD
AA,ALCOA CORP,Materials,Equity,United States,AA,New York Stock Exchange Inc.,USD
HEIO.AS,HEINEKEN HOLDING NV,Consumer Staples,Equity,Netherlands,HEIO,Euronext Amsterdam,EUR
7270.T,SUBARU CORP,Consumer Discretionary,Equity,Japan,7270,Tokyo Stock Exchange,JPY
FFIV,F5 INC,Information Technology,Equity,United States,FFIV,NASDAQ,USD
HII,HUNTINGTON INGALLS INDUSTRIES INC,Industrials,Equity,United States,HII,New York Stock Exchange Inc.,USD
H.TO,HYDRO ONE LTD,Utilities,Equity,Canada,H,Toronto Stock Exchange,CAD
LII,LENNOX INTERNATIONAL INC,Industrials,Equity,United States,LII,New York Stock Exchange Inc.,USD
T.TO,TELUS CORP,Communication,Equity,Canada,T,Toronto Stock Exchange,CAD
NST.AX,NORTHERN STAR RESOURCES LTD,Materials,Equity,Australia,NST,Asx - All Markets,AUD
JAZZ,JAZZ PHARMACEUTICALS PLC,Health Care,Equity,United States,JAZZ,NASDAQ,USD
LEA,LEAR CORP,Consumer Discretionary,Equity,United States,LEA,New York Stock Exchange Inc.,USD
TEN.MI,TENARIS SA,Energy,Equity,Italy,TEN,Borsa Italiana,EUR
RO.SW,ROCHE HOLDING AG,Health Care,Equity,Switzerland,RO,SIX Swiss Exchange,CHF
APA.AX,APA GROUP UNITS,Utilities,Equity,Australia,APA,Asx - All Markets,AUD
9843.T,NITORI HOLDINGS LTD,Consumer Discretionary,Equity,Japan,9843,Tokyo Stock Exchange,JPY
4689.T,Z HOLDINGS CORP,Communication,Equity,Japan,4689,Tokyo Stock Exchange,JPY
AKRBP.OL,AKER BP,Energy,Equity,Norway,AKRBP,Oslo Bors Asa,NOK
CPU.AX,COMPUTERSHARE,Information Technology,Equity,Australia,CPU,Asx - All Markets,AUD
AFG,AMERICAN FINANCIAL GROUP INC,Financials,Equity,United States,AFG,New York Stock Exchange Inc.,USD
ST,SENSATA TECHNOLOGIES HOLDING PLC,Industrials,Equity,United States,ST,New York Stock Exchange Inc.,USD
4307.T,NOMURA RESEARCH INSTITUTE LTD,Information Technology,Equity,Japan,4307,Tokyo Stock Exchange,JPY
4188.T,MITSUBISHI CHEMICAL GROUP CORP,Materials,Equity,Japan,4188,Tokyo Stock Exchange,JPY
4528.T,ONO PHARMACEUTICAL LTD,Health Care,Equity,Japan,4528,Tokyo Stock Exchange,JPY
DT,DYNATRACE INC,Information Technology,Equity,United States,DT,New York Stock Exchange Inc.,USD
ITRK.L,INTERTEK GROUP PLC,Industrials,Equity,United Kingdom,ITRK,London Stock Exchange,GBP
NRG,NRG ENERGY INC,Utilities,Equity,United States,NRG,New York Stock Exchange Inc.,USD
MNDI.L,MONDI PLC,Materials,Equity,United Kingdom,MNDI,London Stock Exchange,GBP
SOLB.BR,SOLVAY SA,Materials,Equity,Belgium,SOLB,Nyse Euronext - Euronext Brussels,EUR
PCTY,PAYLOCITY HOLDING CORP,Information Technology,Equity,United States,PCTY,NASDAQ,USD
SCA-B.ST,SVENSKA CELLULOSA B,Materials,Equity,Sweden,SCA B,Nasdaq Omx Nordic,SEK
BALN.SW,BALOISE HOLDING AG,Financials,Equity,Switzerland,BALN,SIX Swiss Exchange,CHF
AER,AERCAP HOLDINGS NV,Industrials,Equity,Netherlands,AER,New York Stock Exchange Inc.,EUR
PLUG,PLUG POWER INC,Industrials,Equity,United States,PLUG,NASDAQ,USD
UGI,UGI CORP,Utilities,Equity,United States,UGI,New York Stock Exchange Inc.,USD
1COV.DE,COVESTRO AG,Materials,Equity,Germany,1COV,Xetra,EUR
IAG.AX,INSURANCE AUSTRALIA GROUP LTD,Financials,Equity,Australia,IAG,Asx - All Markets,AUD
UU.L,UNITED UTILITIES GROUP PLC,Utilities,Equity,United Kingdom,UU.,London Stock Exchange,GBP
SMIN.L,SMITHS GROUP PLC,Industrials,Equity,United Kingdom,SMIN,London Stock Exchange,GBP
DINO,HF SINCLAIR CORP,Energy,Equity,United States,DINO,New York Stock Exchange Inc.,USD
ROL,ROLLINS INC,Industrials,Equity,United States,ROL,New York Stock Exchange Inc.,USD
GNRC,GENERAC HOLDINGS INC,Industrials,Equity,United States,GNRC,New York Stock Exchange Inc.,USD
WHR,WHIRLPOOL CORP,Consumer Discretionary,Equity,United States,WHR,New York Stock Exchange Inc.,USD
BARN.SW,BARRY CALLEBAUT AG,Consumer Staples,Equity,Switzerland,BARN,SIX Swiss Exchange,CHF
BVI.PA,BUREAU VERITAS SA,Industrials,Equity,France,BVI,Nyse Euronext - Euronext Paris,EUR
VIV.PA,VIVENDI,Communication,Equity,France,VIV,Nyse Euronext - Euronext Paris,EUR
PSON.L,PEARSON PLC,Consumer Discretionary,Equity,United Kingdom,PSON,London Stock Exchange,GBP
SVT.L,SEVERN TRENT PLC,Utilities,Equity,United Kingdom,SVT,London Stock Exchange,GBP
ABF.L,ASSOCIATED BRITISH FOODS PLC,Consumer Staples,Equity,United Kingdom,ABF,London Stock Exchange,GBP
FME.DE,FRESENIUS MEDICAL CARE AG,Health Care,Equity,Germany,FME,Xetra,EUR
XRAY,DENTSPLY SIRONA INC,Health Care,Equity,United States,XRAY,NASDAQ,USD
CHR.CO,CHR HANSEN HOLDING,Materials,Equity,Denmark,CHR,Omx Nordic Exchange Copenhagen A/S,DKK
GWO.TO,GREAT WEST LIFECO INC,Financials,Equity,Canada,GWO,Toronto Stock Exchange,CAD
HR,HEALTHCARE REALTY TRUST INC CLASS,Real Estate,Equity,United States,HR,New York Stock Exchange Inc.,USD
SW.PA,SODEXO SA,Consumer Discretionary,Equity,France,SW,Nyse Euronext - Euronext Paris,EUR
ANTO.L,ANTOFAGASTA PLC,Materials,Equity,United Kingdom,ANTO,London Stock Exchange,GBP
AGS.BR,AGEAS SA,Financials,Equity,Belgium,AGS,Nyse Euronext - Euronext Brussels,EUR
7532.T,PAN PACIFIC INTERNATIONAL HOLDINGS,Consumer Discretionary,Equity,Japan,7532,Tokyo Stock Exchange,JPY
9020.T,EAST JAPAN RAILWAY,Industrials,Equity,Japan,9020,Tokyo Stock Exchange,JPY
MG.TO,MAGNA INTERNATIONAL INC,Consumer Discretionary,Equity,Canada,MG,Toronto Stock Exchange,CAD
WPC,W. P. CAREY REIT INC,Real Estate,Equity,United States,WPC,New York Stock Exchange Inc.,USD
SJM,JM SMUCKER,Consumer Staples,Equity,United States,SJM,New York Stock Exchange Inc.,USD
5401.T,NIPPON STEEL CORP,Materials,Equity,Japan,5401,Tokyo Stock Exchange,JPY
PAYC,PAYCOM SOFTWARE INC,Information Technology,Equity,United States,PAYC,New York Stock Exchange Inc.,USD
FSLR,FIRST SOLAR INC,Information Technology,Equity,United States,FSLR,NASDAQ,USD
FDS,FACTSET RESEARCH SYSTEMS INC,Financials,Equity,United States,FDS,New York Stock Exchange Inc.,USD
JBHT,JB HUNT TRANSPORT SERVICES INC,Industrials,Equity,United States,JBHT,NASDAQ,USD
4507.T,SHIONOGI LTD,Health Care,Equity,Japan,4507,Tokyo Stock Exchange,JPY
